branch	distance_confidence	mapping_purity	feature_coverage	branch_reliability	outlier_penalty	final_vote_weight	explanation
Branch_A	0.16516415940345378	0.9643	1.0	1.0	1.0	0.15926779891275047	Combined son_model consensus weight for Branch_A
Branch_B	0.18513838358889584	0.9726	1.0	1.0	0.85	0.15305575309677608	Combined son_model consensus weight for Branch_B
Branch_C	0.515410459046367	0.9902	1.0	0.85	1.0	0.43380552106555564	Combined son_model consensus weight for Branch_C
