branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	5.93481124393383	24.3960760199156	14.145233532300136	14.035382589930565	25.060218139045237
Branch_B	36.41934039226448	23.487830772323175	27.775064190493037	30.59328130531732	
Branch_C	12.586693789688425	35.06553035913949	24.492600176696023	42.7685023764139	
