branch	distance_confidence	mapping_purity	feature_coverage	branch_reliability	outlier_penalty	final_vote_weight	explanation
Branch_A	0.6323121542148589	0.9736842105263158	1.0	1.0	1.0	0.6156723606828889	Combined weight for Branch_A
Branch_B	0.2610145158670904	0.9726027397260274	1.0	1.0	0.85	0.21578391825450557	Combined weight for Branch_B
Branch_C	0.5029864115107142	0.9166666666666666	1.0	0.85	1.0	0.3919102456354314	Combined weight for Branch_C
