branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	25.676024976169458	7.40578105491004	25.237373652346662	20.611104367688693	20.141489963391205
Branch_B	54.746773860779626	31.15580719721743	44.649633323954	42.16024247625809	
Branch_C	62.75441216087415	47.140677839121665	45.743369352167115	22.73507615080841	
