subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
3	Subtype Delta	0.4217137016668803	0.2750336314707128	0.3327523010662663	1.0294996342038594
1	Subtype Beta	0.2424957357953949	0.1844514414991521	0.1786483883156194	0.6055955656101664
2	Subtype Gamma	0.15201117266878014	0.19105929013384343	0.17506939398834614	0.5181398567909696
0	Subtype Alpha	0.11159795700857499	0.13497161682760628	0.12841653712934967	0.3749861109655309
