subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	0	0.0	0.3749861109655309	no
1	Subtype Beta	0	0.0	0.6055955656101664	no
2	Subtype Gamma	0	0.0	0.5181398567909696	no
3	Subtype Delta	3	1.223366524572826	1.0294996342038594	yes
