subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	1	0.18348283224007342	0.5738937937212374	no
1	Subtype Beta	1	0.007418468625895182	0.7304550137025922	no
2	Subtype Gamma	0	0.0	0.4371984724190714	no
3	Subtype Delta	1	0.13950684461007476	0.506400301852661	no
