subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
3	Subtype Delta	0.24576808677920006	0.27619740364730205	0.2189741210872118	0.7409396115137139
1	Subtype Beta	0.2639131984068881	0.1827619323455343	0.17526430834708367	0.6219394390995061
2	Subtype Gamma	0.15299193875156755	0.1917372449537411	0.1674917501265322	0.5122209338318409
0	Subtype Alpha	0.11841951600073032	0.1348620094743504	0.13585419687152436	0.3891357223466051
