branch	distance_confidence	mapping_purity	feature_coverage	branch_reliability	outlier_penalty	final_vote_weight	explanation
Branch_A	0.293357483525029	0.9736842105263158	1.0	1.0	0.85	0.24279191728584637	Combined weight for Branch_A
Branch_B	0.2615171027069003	0.9726027397260274	1.0	1.0	0.85	0.2161994129912525	Combined weight for Branch_B
Branch_C	0.2590465472614423	0.9166666666666666	1.0	0.85	0.85	0.17156436953002602	Combined weight for Branch_C
