branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	10.714745370794057	26.068926219512317	13.208646712298009	18.585337265899142	26.2360351088732
Branch_B	35.92630584518017	23.086199565863463	29.001793192704177	28.80183439203311	
Branch_C	17.66795668517451	36.63065953343992	38.08101129041655	50.74460082429764	
