subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	2	0.6699005695246905	0.8196707793247447	yes
1	Subtype Beta	0	0.0	0.7467333412846835	no
2	Subtype Gamma	0	0.0	0.4467486589751097	no
3	Subtype Delta	1	0.16373447671270783	0.5042011141050011	no
