branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	9.752997748637815	24.856556146901195	22.7119430109554	19.12158225206054	21.264542935821858
Branch_B	33.999902187073836	22.89636361046747	27.673178470925286	27.682309566428927	
Branch_C	11.08848112365607	37.17160042253078	29.3066829002891	47.975191222621895	
