subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
0	Subtype Alpha	0.3201343130683336	0.14426017153996423	0.43505725321609123	0.8994517378243891
1	Subtype Beta	0.2881718775784542	0.19754408705591073	0.16692211140871913	0.6526380760430841
2	Subtype Gamma	0.1568907705907121	0.19314882382167445	0.13290706753685844	0.48294666194924496
3	Subtype Delta	0.13690963340303774	0.2484170652499954	0.0943961024962593	0.47972280114929244
