subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	2	0.8198889308153181	0.8161601743194887	yes
1	Subtype Beta	0	0.0	0.6529834701384959	no
2	Subtype Gamma	0	0.0	0.45355280377477103	no
3	Subtype Delta	1	0.08649706482963757	0.44032764950434244	no
