branch	distance_confidence	mapping_purity	feature_coverage	branch_reliability	outlier_penalty	final_vote_weight	explanation
Branch_A	0.4749509721197505	0.8933333333333333	1.0	1.0	1.0	0.4242895350936438	Combined weight for Branch_A
Branch_B	0.1270480026672745	0.9726027397260274	1.0	1.0	0.7	0.08649706482963757	Combined weight for Branch_B
Branch_C	0.47662577797792094	0.976470588235294	1.0	0.85	1.0	0.3955993957216743	Combined weight for Branch_C
