subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
0	Subtype Alpha	0.33766953047960613	0.1250993933504529	0.3533912504894297	0.8161601743194887
1	Subtype Beta	0.3007752975765444	0.16465251583759577	0.18755565672435567	0.6529834701384959
2	Subtype Gamma	0.1288688676183464	0.1581057079802767	0.16657822817614795	0.45355280377477103
3	Subtype Delta	0.12298682920985671	0.1962469297112496	0.12109389058323615	0.44032764950434244
