branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	24.85053422668843	22.1516643900612	35.8011760092392	34.031995006803236	8.002297099759208
Branch_B	41.77416245748057	23.782517582744184	37.630524029886914	26.789828186058962	
Branch_C	39.573320276147406	12.639685990574757	51.480691405241075	36.41274766631971	
