subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	2	1.026383140327426	0.8895182410724255	yes
1	Subtype Beta	0	0.0	0.567876321812339	no
2	Subtype Gamma	0	0.0	0.4920721143335748	no
3	Subtype Delta	1	0.04013952920764354	0.42084551036339257	no
