branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	25.812480414126483	6.271057342598452	30.20408441370975	25.71146012777063	12.711714282929309
Branch_B	50.64549267873325	27.013166489311043	41.794153875712425	36.76713168989507	
Branch_C	52.317401655123525	31.8322996674317	42.495393007638064	14.334363772745691	
