subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
1	Subtype Beta	0.40158989868659534	0.28917493097902774	0.1996360597070067	0.8904008893726297
3	Subtype Delta	0.24011930346557797	0.19588079983927975	0.2234629256098608	0.6594630289147185
2	Subtype Gamma	0.18661220751806146	0.1733914585196208	0.14420383320510333	0.5042074992427856
0	Subtype Alpha	0.10612414775630793	0.12828092237167946	0.1324418981448692	0.36684696827285657
