subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
3	Subtype Delta	0.247109890494693	0.21359156452007147	0.2249863145640656	0.68568776957883
1	Subtype Beta	0.1659959119883947	0.2727139613675682	0.13224630894182418	0.5709561822977871
2	Subtype Gamma	0.21142129291792322	0.16739834682819485	0.14231532518337459	0.5211349649294927
0	Subtype Alpha	0.15391204410571988	0.13160634846224095	0.20460254142563336	0.49012093399359424
