subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	0	0.0	0.4830788319288918	no
1	Subtype Beta	1	0.03175538281738039	0.5779530118578969	no
2	Subtype Gamma	0	0.0	0.5067895250668484	no
3	Subtype Delta	2	0.8961004805689121	0.9678503568057137	yes
