branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	27.47934122931274	25.713606577837623	38.927718289359774	37.212976213862405	11.889944353092607
Branch_B	40.72912239635975	25.44511491426553	37.84542252141972	26.461549497449884	
Branch_C	36.76026641756237	20.198241227970218	54.33048856318507	45.751709838972964	
