subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
3	Subtype Delta	0.37876490553998743	0.22932753109307427	0.3597579201726521	0.9678503568057137
1	Subtype Beta	0.1786634914603787	0.25369540145436886	0.14559411894314936	0.5779530118578969
2	Subtype Gamma	0.21041318700522296	0.1639411954317709	0.13243514262985454	0.5067895250668484
0	Subtype Alpha	0.1533785612629276	0.13667350863175592	0.19302676203420824	0.4830788319288918
