subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
0	Subtype Alpha	0.34278721787706845	0.12562562252257137	0.44424958347637467	0.9126624238760145
1	Subtype Beta	0.29343619662537135	0.15986507296448552	0.14728796503920652	0.6005892346290633
2	Subtype Gamma	0.13591705628792114	0.1644872451438322	0.1425660489086367	0.44297035034039
3	Subtype Delta	0.11987282264252536	0.19382925050384275	0.0950888552641783	0.40879092841054643
