subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	2	1.011743971111188	0.9126624238760145	yes
1	Subtype Beta	0	0.0	0.6005892346290633	no
2	Subtype Gamma	0	0.0	0.44297035034039	no
3	Subtype Delta	1	0.06621139385378774	0.40879092841054643	no
