unified_sample_key	branch_A_sample_id	branch_B_sample_id	branch_C_sample_id	raw_file_name	raw_file_path	uuid	mapping_method	mapping_confidence	mapping_status	notes
79	79	79	79	91bd0932-0312-404f-b836-c1ab7f9e2cf3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/91bd0932-0312-404f-b836-c1ab7f9e2cf3.rna_seq.augmented_star_gene_counts.tsv	91bd0932-0312-404f-b836-c1ab7f9e2cf3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
80	80	80	80	7d1ba30d-6d00-479f-8ae9-f818c56ba9c5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7d1ba30d-6d00-479f-8ae9-f818c56ba9c5.rna_seq.augmented_star_gene_counts.tsv	7d1ba30d-6d00-479f-8ae9-f818c56ba9c5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
81	81	81	81	77405f24-ebc0-45be-9beb-ac81ed1936d5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/77405f24-ebc0-45be-9beb-ac81ed1936d5.rna_seq.augmented_star_gene_counts.tsv	77405f24-ebc0-45be-9beb-ac81ed1936d5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
82	82	82	82	3e80fb1c-1d29-45c9-9e02-995c33c70b9c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3e80fb1c-1d29-45c9-9e02-995c33c70b9c.rna_seq.augmented_star_gene_counts.tsv	3e80fb1c-1d29-45c9-9e02-995c33c70b9c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
83	83	83	83	0257f378-cf6a-42f2-9cb1-0d10b4ca1b9a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0257f378-cf6a-42f2-9cb1-0d10b4ca1b9a.rna_seq.augmented_star_gene_counts.tsv	0257f378-cf6a-42f2-9cb1-0d10b4ca1b9a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
84	84	84	84	e013dfab-0f14-496c-98ff-4079c877aaf7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e013dfab-0f14-496c-98ff-4079c877aaf7.rna_seq.augmented_star_gene_counts.tsv	e013dfab-0f14-496c-98ff-4079c877aaf7	Verified_Row_Order	High	Verified	Independent manifest-based mapping
85	85	85	85	9fefe100-9765-4b8a-8468-51df066f0f0c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9fefe100-9765-4b8a-8468-51df066f0f0c.rna_seq.augmented_star_gene_counts.tsv	9fefe100-9765-4b8a-8468-51df066f0f0c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
86	86	86	86	e8c1b868-8139-4831-9c66-32f22d556f29.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e8c1b868-8139-4831-9c66-32f22d556f29.rna_seq.augmented_star_gene_counts.tsv	e8c1b868-8139-4831-9c66-32f22d556f29	Verified_Row_Order	High	Verified	Independent manifest-based mapping
87	87	87	87	55e09827-cf4f-4286-84cc-2b2da280266e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/55e09827-cf4f-4286-84cc-2b2da280266e.rna_seq.augmented_star_gene_counts.tsv	55e09827-cf4f-4286-84cc-2b2da280266e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
88	88	88	88	bc80aba0-0e0f-4177-85ca-73be517be7b0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/bc80aba0-0e0f-4177-85ca-73be517be7b0.rna_seq.augmented_star_gene_counts.tsv	bc80aba0-0e0f-4177-85ca-73be517be7b0	Verified_Row_Order	High	Verified	Independent manifest-based mapping
89	89	89	89	d7f50a7e-b1e9-47ea-b33a-856964b813f7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d7f50a7e-b1e9-47ea-b33a-856964b813f7.rna_seq.augmented_star_gene_counts.tsv	d7f50a7e-b1e9-47ea-b33a-856964b813f7	Verified_Row_Order	High	Verified	Independent manifest-based mapping
90	90	90	90	a6df72e4-5522-4711-8255-c9d6ff860f40.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a6df72e4-5522-4711-8255-c9d6ff860f40.rna_seq.augmented_star_gene_counts.tsv	a6df72e4-5522-4711-8255-c9d6ff860f40	Verified_Row_Order	High	Verified	Independent manifest-based mapping
91	91	91	91	764dcbc1-1611-486e-bf1d-8a43ede692f7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/764dcbc1-1611-486e-bf1d-8a43ede692f7.rna_seq.augmented_star_gene_counts.tsv	764dcbc1-1611-486e-bf1d-8a43ede692f7	Verified_Row_Order	High	Verified	Independent manifest-based mapping
92	92	92	92	f16d9348-2781-4518-a34a-fbfcc18e1f7b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f16d9348-2781-4518-a34a-fbfcc18e1f7b.rna_seq.augmented_star_gene_counts.tsv	f16d9348-2781-4518-a34a-fbfcc18e1f7b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
93	93	93	93	87ee4cad-86d3-4b6b-952d-d565247b9a1e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/87ee4cad-86d3-4b6b-952d-d565247b9a1e.rna_seq.augmented_star_gene_counts.tsv	87ee4cad-86d3-4b6b-952d-d565247b9a1e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
94	94	94	94	8a3d5786-f5fe-4c3b-9a58-23a3a0bfa6d4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8a3d5786-f5fe-4c3b-9a58-23a3a0bfa6d4.rna_seq.augmented_star_gene_counts.tsv	8a3d5786-f5fe-4c3b-9a58-23a3a0bfa6d4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
95	95	95	95	b21a2a30-3ff8-482f-add4-f4eea1204b87.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b21a2a30-3ff8-482f-add4-f4eea1204b87.rna_seq.augmented_star_gene_counts.tsv	b21a2a30-3ff8-482f-add4-f4eea1204b87	Verified_Row_Order	High	Verified	Independent manifest-based mapping
96	96	96	96	7775f83b-5a91-4ced-83dd-c6c419c110ab.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7775f83b-5a91-4ced-83dd-c6c419c110ab.rna_seq.augmented_star_gene_counts.tsv	7775f83b-5a91-4ced-83dd-c6c419c110ab	Verified_Row_Order	High	Verified	Independent manifest-based mapping
97	97	97	97	f2bb28ee-ca66-4ca1-8e51-8aeb92084931.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f2bb28ee-ca66-4ca1-8e51-8aeb92084931.rna_seq.augmented_star_gene_counts.tsv	f2bb28ee-ca66-4ca1-8e51-8aeb92084931	Verified_Row_Order	High	Verified	Independent manifest-based mapping
98	98	98	98	0c6b79d0-47aa-4c14-8ec5-bdbfe0faa29d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0c6b79d0-47aa-4c14-8ec5-bdbfe0faa29d.rna_seq.augmented_star_gene_counts.tsv	0c6b79d0-47aa-4c14-8ec5-bdbfe0faa29d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
99	99	99	99	7164752e-f3af-4ff9-aa7b-a96dc10f58ab.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7164752e-f3af-4ff9-aa7b-a96dc10f58ab.rna_seq.augmented_star_gene_counts.tsv	7164752e-f3af-4ff9-aa7b-a96dc10f58ab	Verified_Row_Order	High	Verified	Independent manifest-based mapping
100	100	100	100	ec1ada4a-34c5-4d5f-a75f-25fc45d05a28.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ec1ada4a-34c5-4d5f-a75f-25fc45d05a28.rna_seq.augmented_star_gene_counts.tsv	ec1ada4a-34c5-4d5f-a75f-25fc45d05a28	Verified_Row_Order	High	Verified	Independent manifest-based mapping
101	101	101	101	4906506c-0236-4a3f-93b0-300384bd324d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4906506c-0236-4a3f-93b0-300384bd324d.rna_seq.augmented_star_gene_counts.tsv	4906506c-0236-4a3f-93b0-300384bd324d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
102	102	102	102	3dd357c6-9e04-4f73-ae88-18143988e383.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3dd357c6-9e04-4f73-ae88-18143988e383.rna_seq.augmented_star_gene_counts.tsv	3dd357c6-9e04-4f73-ae88-18143988e383	Verified_Row_Order	High	Verified	Independent manifest-based mapping
103	103	103	103	954911a5-d0a0-42bb-842c-1dbd9ee60c6c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/954911a5-d0a0-42bb-842c-1dbd9ee60c6c.rna_seq.augmented_star_gene_counts.tsv	954911a5-d0a0-42bb-842c-1dbd9ee60c6c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
104	104	104	104	7127a123-4f5b-4fab-b1fe-deeb790fedd3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7127a123-4f5b-4fab-b1fe-deeb790fedd3.rna_seq.augmented_star_gene_counts.tsv	7127a123-4f5b-4fab-b1fe-deeb790fedd3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
105	105	105	105	0669db2c-5724-4d83-aac7-483708e470c1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0669db2c-5724-4d83-aac7-483708e470c1.rna_seq.augmented_star_gene_counts.tsv	0669db2c-5724-4d83-aac7-483708e470c1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
106	106	106	106	0b53e868-b960-466d-b435-f41a9a8ef34b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0b53e868-b960-466d-b435-f41a9a8ef34b.rna_seq.augmented_star_gene_counts.tsv	0b53e868-b960-466d-b435-f41a9a8ef34b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
107	107	107	107	75615deb-e120-44f6-a585-1ca07987b7ef.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/75615deb-e120-44f6-a585-1ca07987b7ef.rna_seq.augmented_star_gene_counts.tsv	75615deb-e120-44f6-a585-1ca07987b7ef	Verified_Row_Order	High	Verified	Independent manifest-based mapping
108	108	108	108	b18fea3f-d240-4f38-b1c0-5b8cd2ac6d38.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b18fea3f-d240-4f38-b1c0-5b8cd2ac6d38.rna_seq.augmented_star_gene_counts.tsv	b18fea3f-d240-4f38-b1c0-5b8cd2ac6d38	Verified_Row_Order	High	Verified	Independent manifest-based mapping
109	109	109	109	4a44bd40-1141-4524-a35f-f29ee37f6c63.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4a44bd40-1141-4524-a35f-f29ee37f6c63.rna_seq.augmented_star_gene_counts.tsv	4a44bd40-1141-4524-a35f-f29ee37f6c63	Verified_Row_Order	High	Verified	Independent manifest-based mapping
110	110	110	110	0ce1eb02-a90c-484a-b861-c359562d3be1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0ce1eb02-a90c-484a-b861-c359562d3be1.rna_seq.augmented_star_gene_counts.tsv	0ce1eb02-a90c-484a-b861-c359562d3be1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
111	111	111	111	0b57370b-485f-47e1-b827-90fac22e61e0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0b57370b-485f-47e1-b827-90fac22e61e0.rna_seq.augmented_star_gene_counts.tsv	0b57370b-485f-47e1-b827-90fac22e61e0	Verified_Row_Order	High	Verified	Independent manifest-based mapping
112	112	112	112	b45c00da-6d61-4b10-befa-dc1123f955a9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b45c00da-6d61-4b10-befa-dc1123f955a9.rna_seq.augmented_star_gene_counts.tsv	b45c00da-6d61-4b10-befa-dc1123f955a9	Verified_Row_Order	High	Verified	Independent manifest-based mapping
113	113	113	113	7a5f6106-e991-4fdb-ae52-61099bd8c3b9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7a5f6106-e991-4fdb-ae52-61099bd8c3b9.rna_seq.augmented_star_gene_counts.tsv	7a5f6106-e991-4fdb-ae52-61099bd8c3b9	Verified_Row_Order	High	Verified	Independent manifest-based mapping
114	114	114	114	64e37a02-7b4c-430c-9088-2d1c7c89a508.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/64e37a02-7b4c-430c-9088-2d1c7c89a508.rna_seq.augmented_star_gene_counts.tsv	64e37a02-7b4c-430c-9088-2d1c7c89a508	Verified_Row_Order	High	Verified	Independent manifest-based mapping
115	115	115	115	46c4e8cb-5a79-49d1-8cd1-70e7288718ef.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/46c4e8cb-5a79-49d1-8cd1-70e7288718ef.rna_seq.augmented_star_gene_counts.tsv	46c4e8cb-5a79-49d1-8cd1-70e7288718ef	Verified_Row_Order	High	Verified	Independent manifest-based mapping
116	116	116	116	71390b5a-ecd0-475f-8582-8bfb47bb844c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/71390b5a-ecd0-475f-8582-8bfb47bb844c.rna_seq.augmented_star_gene_counts.tsv	71390b5a-ecd0-475f-8582-8bfb47bb844c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
117	117	117	117	936f451e-b761-47f8-9d3d-db4cdb1ec27b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/936f451e-b761-47f8-9d3d-db4cdb1ec27b.rna_seq.augmented_star_gene_counts.tsv	936f451e-b761-47f8-9d3d-db4cdb1ec27b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
118	118	118	118	4a173140-8ec3-4f61-9cc4-86470fb75b8a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4a173140-8ec3-4f61-9cc4-86470fb75b8a.rna_seq.augmented_star_gene_counts.tsv	4a173140-8ec3-4f61-9cc4-86470fb75b8a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
119	119	119	119	b44a40d4-3233-4b45-b0b3-799823970345.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b44a40d4-3233-4b45-b0b3-799823970345.rna_seq.augmented_star_gene_counts.tsv	b44a40d4-3233-4b45-b0b3-799823970345	Verified_Row_Order	High	Verified	Independent manifest-based mapping
120	120	120	120	9858ebaa-c001-462d-a0d2-7d302f4aaba1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9858ebaa-c001-462d-a0d2-7d302f4aaba1.rna_seq.augmented_star_gene_counts.tsv	9858ebaa-c001-462d-a0d2-7d302f4aaba1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
121	121	121	121	c5181f1f-9968-47c1-a2ae-77c3f83e21bd.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c5181f1f-9968-47c1-a2ae-77c3f83e21bd.rna_seq.augmented_star_gene_counts.tsv	c5181f1f-9968-47c1-a2ae-77c3f83e21bd	Verified_Row_Order	High	Verified	Independent manifest-based mapping
122	122	122	122	213d3ace-8e69-44d1-9d14-21885213a765.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/213d3ace-8e69-44d1-9d14-21885213a765.rna_seq.augmented_star_gene_counts.tsv	213d3ace-8e69-44d1-9d14-21885213a765	Verified_Row_Order	High	Verified	Independent manifest-based mapping
123	123	123	123	20e52266-0d53-42ad-afe7-215217854dc3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/20e52266-0d53-42ad-afe7-215217854dc3.rna_seq.augmented_star_gene_counts.tsv	20e52266-0d53-42ad-afe7-215217854dc3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
124	124	124	124	9de49e43-3b26-44a9-8d90-e7d1e9cb4c73.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9de49e43-3b26-44a9-8d90-e7d1e9cb4c73.rna_seq.augmented_star_gene_counts.tsv	9de49e43-3b26-44a9-8d90-e7d1e9cb4c73	Verified_Row_Order	High	Verified	Independent manifest-based mapping
125	125	125	125	efd59495-0b78-4b9e-af2b-20adbd7689f5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/efd59495-0b78-4b9e-af2b-20adbd7689f5.rna_seq.augmented_star_gene_counts.tsv	efd59495-0b78-4b9e-af2b-20adbd7689f5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
126	126	126	126	7b980b35-f9d6-4d92-bd0d-cf152156a2d8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7b980b35-f9d6-4d92-bd0d-cf152156a2d8.rna_seq.augmented_star_gene_counts.tsv	7b980b35-f9d6-4d92-bd0d-cf152156a2d8	Verified_Row_Order	High	Verified	Independent manifest-based mapping
127	127	127	127	88c49e2a-ad65-411f-b9d9-df83de6f2b2a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/88c49e2a-ad65-411f-b9d9-df83de6f2b2a.rna_seq.augmented_star_gene_counts.tsv	88c49e2a-ad65-411f-b9d9-df83de6f2b2a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
128	128	128	128	f9e9b712-c1a2-4821-924f-027e2ce78d90.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f9e9b712-c1a2-4821-924f-027e2ce78d90.rna_seq.augmented_star_gene_counts.tsv	f9e9b712-c1a2-4821-924f-027e2ce78d90	Verified_Row_Order	High	Verified	Independent manifest-based mapping
129	129	129	129	2d9df1f6-8588-41a5-ac9c-e4034726b796.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2d9df1f6-8588-41a5-ac9c-e4034726b796.rna_seq.augmented_star_gene_counts.tsv	2d9df1f6-8588-41a5-ac9c-e4034726b796	Verified_Row_Order	High	Verified	Independent manifest-based mapping
130	130	130	130	a8050792-d0f5-4b8f-aea2-0a303f40b1ca.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a8050792-d0f5-4b8f-aea2-0a303f40b1ca.rna_seq.augmented_star_gene_counts.tsv	a8050792-d0f5-4b8f-aea2-0a303f40b1ca	Verified_Row_Order	High	Verified	Independent manifest-based mapping
131	131	131	131	4ac05a26-e45b-4936-99fa-e031cd5b212c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4ac05a26-e45b-4936-99fa-e031cd5b212c.rna_seq.augmented_star_gene_counts.tsv	4ac05a26-e45b-4936-99fa-e031cd5b212c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
132	132	132	132	e84acff3-3067-49e4-82b7-dbbddfddb723.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e84acff3-3067-49e4-82b7-dbbddfddb723.rna_seq.augmented_star_gene_counts.tsv	e84acff3-3067-49e4-82b7-dbbddfddb723	Verified_Row_Order	High	Verified	Independent manifest-based mapping
133	133	133	133	8c349685-4023-49dd-b32f-0b97f07a38a5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8c349685-4023-49dd-b32f-0b97f07a38a5.rna_seq.augmented_star_gene_counts.tsv	8c349685-4023-49dd-b32f-0b97f07a38a5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
134	134	134	134	43a6d88e-5e41-4ecb-bbf5-2c0744c1c3a9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/43a6d88e-5e41-4ecb-bbf5-2c0744c1c3a9.rna_seq.augmented_star_gene_counts.tsv	43a6d88e-5e41-4ecb-bbf5-2c0744c1c3a9	Verified_Row_Order	High	Verified	Independent manifest-based mapping
135	135	135	135	b4805b8a-7cb5-4fcb-88c8-8e4d17020873.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b4805b8a-7cb5-4fcb-88c8-8e4d17020873.rna_seq.augmented_star_gene_counts.tsv	b4805b8a-7cb5-4fcb-88c8-8e4d17020873	Verified_Row_Order	High	Verified	Independent manifest-based mapping
136	136	136	136	16bcbeb8-21dc-4cfe-9aa1-60b093f7f984.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/16bcbeb8-21dc-4cfe-9aa1-60b093f7f984.rna_seq.augmented_star_gene_counts.tsv	16bcbeb8-21dc-4cfe-9aa1-60b093f7f984	Verified_Row_Order	High	Verified	Independent manifest-based mapping
137	137	137	137	5a2fb8ba-a509-4216-83b5-174c1ee94c17.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5a2fb8ba-a509-4216-83b5-174c1ee94c17.rna_seq.augmented_star_gene_counts.tsv	5a2fb8ba-a509-4216-83b5-174c1ee94c17	Verified_Row_Order	High	Verified	Independent manifest-based mapping
138	138	138	138	b134958f-ae1e-4309-9cfc-16b443ab10c8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b134958f-ae1e-4309-9cfc-16b443ab10c8.rna_seq.augmented_star_gene_counts.tsv	b134958f-ae1e-4309-9cfc-16b443ab10c8	Verified_Row_Order	High	Verified	Independent manifest-based mapping
139	139	139	139	7753deb5-3885-44ca-be8b-8ff6ab9d7e30.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7753deb5-3885-44ca-be8b-8ff6ab9d7e30.rna_seq.augmented_star_gene_counts.tsv	7753deb5-3885-44ca-be8b-8ff6ab9d7e30	Verified_Row_Order	High	Verified	Independent manifest-based mapping
140	140	140	140	09cda3f9-fd03-416c-9ad7-8e27cdb7bd10.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/09cda3f9-fd03-416c-9ad7-8e27cdb7bd10.rna_seq.augmented_star_gene_counts.tsv	09cda3f9-fd03-416c-9ad7-8e27cdb7bd10	Verified_Row_Order	High	Verified	Independent manifest-based mapping
141	141	141	141	ed0f8f0e-9dbf-475b-8cd7-1f712c5929b8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ed0f8f0e-9dbf-475b-8cd7-1f712c5929b8.rna_seq.augmented_star_gene_counts.tsv	ed0f8f0e-9dbf-475b-8cd7-1f712c5929b8	Verified_Row_Order	High	Verified	Independent manifest-based mapping
142	142	142	142	a4e0b059-6e1e-4e90-b55a-4e043e6ed051.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a4e0b059-6e1e-4e90-b55a-4e043e6ed051.rna_seq.augmented_star_gene_counts.tsv	a4e0b059-6e1e-4e90-b55a-4e043e6ed051	Verified_Row_Order	High	Verified	Independent manifest-based mapping
143	143	143	143	1871e575-a4a5-45c7-9b01-3c207e9c0465.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1871e575-a4a5-45c7-9b01-3c207e9c0465.rna_seq.augmented_star_gene_counts.tsv	1871e575-a4a5-45c7-9b01-3c207e9c0465	Verified_Row_Order	High	Verified	Independent manifest-based mapping
144	144	144	144	ca69f18c-ec4c-4ba0-851b-03fd454888ba.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ca69f18c-ec4c-4ba0-851b-03fd454888ba.rna_seq.augmented_star_gene_counts.tsv	ca69f18c-ec4c-4ba0-851b-03fd454888ba	Verified_Row_Order	High	Verified	Independent manifest-based mapping
145	145	145	145	e58cdc72-ac07-40cd-90c5-ebb2d0b8321d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e58cdc72-ac07-40cd-90c5-ebb2d0b8321d.rna_seq.augmented_star_gene_counts.tsv	e58cdc72-ac07-40cd-90c5-ebb2d0b8321d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
