unified_sample_key	branch_A_sample_id	branch_B_sample_id	branch_C_sample_id	raw_file_name	raw_file_path	uuid	mapping_method	mapping_confidence	mapping_status	notes
214	214	214	214	a6a0d0d7-9aea-4403-b5c1-c4f2d420059f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a6a0d0d7-9aea-4403-b5c1-c4f2d420059f.rna_seq.augmented_star_gene_counts.tsv	a6a0d0d7-9aea-4403-b5c1-c4f2d420059f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
215	215	215	215	7aaf54b8-2be8-4b92-91c9-cfc21671dc60.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7aaf54b8-2be8-4b92-91c9-cfc21671dc60.rna_seq.augmented_star_gene_counts.tsv	7aaf54b8-2be8-4b92-91c9-cfc21671dc60	Verified_Row_Order	High	Verified	Independent manifest-based mapping
216	216	216	216	7a4908be-65e5-4008-8eec-becdc9903c74.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7a4908be-65e5-4008-8eec-becdc9903c74.rna_seq.augmented_star_gene_counts.tsv	7a4908be-65e5-4008-8eec-becdc9903c74	Verified_Row_Order	High	Verified	Independent manifest-based mapping
217	217	217	217	3b771109-4c7d-4963-9d89-4ea431c8ad57.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3b771109-4c7d-4963-9d89-4ea431c8ad57.rna_seq.augmented_star_gene_counts.tsv	3b771109-4c7d-4963-9d89-4ea431c8ad57	Verified_Row_Order	High	Verified	Independent manifest-based mapping
218	218	218	218	388193e4-004b-44b4-9eac-267eab7a9412.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/388193e4-004b-44b4-9eac-267eab7a9412.rna_seq.augmented_star_gene_counts.tsv	388193e4-004b-44b4-9eac-267eab7a9412	Verified_Row_Order	High	Verified	Independent manifest-based mapping
219	219	219	219	22e5949e-2b59-4f74-9c48-ee1cc43032c4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/22e5949e-2b59-4f74-9c48-ee1cc43032c4.rna_seq.augmented_star_gene_counts.tsv	22e5949e-2b59-4f74-9c48-ee1cc43032c4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
220	220	220	220	116233db-c003-4224-9359-17f290bf1eea.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/116233db-c003-4224-9359-17f290bf1eea.rna_seq.augmented_star_gene_counts.tsv	116233db-c003-4224-9359-17f290bf1eea	Verified_Row_Order	High	Verified	Independent manifest-based mapping
221	221	221	221	d0d080e3-b40d-466e-8b51-58ee3f463667.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d0d080e3-b40d-466e-8b51-58ee3f463667.rna_seq.augmented_star_gene_counts.tsv	d0d080e3-b40d-466e-8b51-58ee3f463667	Verified_Row_Order	High	Verified	Independent manifest-based mapping
222	222	222	222	9c6e0acf-3b58-4c3f-99f1-460b0aa68693.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9c6e0acf-3b58-4c3f-99f1-460b0aa68693.rna_seq.augmented_star_gene_counts.tsv	9c6e0acf-3b58-4c3f-99f1-460b0aa68693	Verified_Row_Order	High	Verified	Independent manifest-based mapping
223	223	223	223	37253fe8-4a9a-4076-9244-8cc727d6b432.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/37253fe8-4a9a-4076-9244-8cc727d6b432.rna_seq.augmented_star_gene_counts.tsv	37253fe8-4a9a-4076-9244-8cc727d6b432	Verified_Row_Order	High	Verified	Independent manifest-based mapping
224	224	224	224	7a13e0f8-ed80-4fc5-985a-f40a6585d416.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7a13e0f8-ed80-4fc5-985a-f40a6585d416.rna_seq.augmented_star_gene_counts.tsv	7a13e0f8-ed80-4fc5-985a-f40a6585d416	Verified_Row_Order	High	Verified	Independent manifest-based mapping
225	225	225	225	5b56daff-2531-46b1-a277-86b88b878c61.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5b56daff-2531-46b1-a277-86b88b878c61.rna_seq.augmented_star_gene_counts.tsv	5b56daff-2531-46b1-a277-86b88b878c61	Verified_Row_Order	High	Verified	Independent manifest-based mapping
226	226	226	226	1435785d-a1c3-4f05-a369-74a2134d5986.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1435785d-a1c3-4f05-a369-74a2134d5986.rna_seq.augmented_star_gene_counts.tsv	1435785d-a1c3-4f05-a369-74a2134d5986	Verified_Row_Order	High	Verified	Independent manifest-based mapping
227	227	227	227	b556f213-9004-45b1-ab97-09cbac4406c4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b556f213-9004-45b1-ab97-09cbac4406c4.rna_seq.augmented_star_gene_counts.tsv	b556f213-9004-45b1-ab97-09cbac4406c4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
228	228	228	228	bd011c84-2d5f-4d9d-97c6-4ed6ad1cf044.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/bd011c84-2d5f-4d9d-97c6-4ed6ad1cf044.rna_seq.augmented_star_gene_counts.tsv	bd011c84-2d5f-4d9d-97c6-4ed6ad1cf044	Verified_Row_Order	High	Verified	Independent manifest-based mapping
229	229	229	229	051dc36f-47e2-4d77-b9b9-c5f2d315f5f3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/051dc36f-47e2-4d77-b9b9-c5f2d315f5f3.rna_seq.augmented_star_gene_counts.tsv	051dc36f-47e2-4d77-b9b9-c5f2d315f5f3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
230	230	230	230	4ef577ef-0834-48d7-918d-c2b5df7efaf4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4ef577ef-0834-48d7-918d-c2b5df7efaf4.rna_seq.augmented_star_gene_counts.tsv	4ef577ef-0834-48d7-918d-c2b5df7efaf4	Verified_Row_Order	High	Verified	Independent manifest-based mapping
231	231	231	231	b11f8af1-b2a1-474c-a6d7-e28fc0df6885.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b11f8af1-b2a1-474c-a6d7-e28fc0df6885.rna_seq.augmented_star_gene_counts.tsv	b11f8af1-b2a1-474c-a6d7-e28fc0df6885	Verified_Row_Order	High	Verified	Independent manifest-based mapping
232	232	232	232	79b783ac-103f-47a6-bc4b-8498a0be46ac.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/79b783ac-103f-47a6-bc4b-8498a0be46ac.rna_seq.augmented_star_gene_counts.tsv	79b783ac-103f-47a6-bc4b-8498a0be46ac	Verified_Row_Order	High	Verified	Independent manifest-based mapping
233	233	233	233	abe6bb88-6bf3-41f2-897e-073edf2ebc33.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/abe6bb88-6bf3-41f2-897e-073edf2ebc33.rna_seq.augmented_star_gene_counts.tsv	abe6bb88-6bf3-41f2-897e-073edf2ebc33	Verified_Row_Order	High	Verified	Independent manifest-based mapping
234	234	234	234	15470aa1-dc19-4270-a09d-4341c7f174bb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/15470aa1-dc19-4270-a09d-4341c7f174bb.rna_seq.augmented_star_gene_counts.tsv	15470aa1-dc19-4270-a09d-4341c7f174bb	Verified_Row_Order	High	Verified	Independent manifest-based mapping
235	235	235	235	f426768e-744a-4bed-bb8e-b5957a350bf2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f426768e-744a-4bed-bb8e-b5957a350bf2.rna_seq.augmented_star_gene_counts.tsv	f426768e-744a-4bed-bb8e-b5957a350bf2	Verified_Row_Order	High	Verified	Independent manifest-based mapping
236	236	236	236	2b11021d-d0c9-44fb-b047-0c40a4707dc6.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2b11021d-d0c9-44fb-b047-0c40a4707dc6.rna_seq.augmented_star_gene_counts.tsv	2b11021d-d0c9-44fb-b047-0c40a4707dc6	Verified_Row_Order	High	Verified	Independent manifest-based mapping
237	237	237	237	4ead1157-bb18-4e7c-9632-b13d869c5365.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4ead1157-bb18-4e7c-9632-b13d869c5365.rna_seq.augmented_star_gene_counts.tsv	4ead1157-bb18-4e7c-9632-b13d869c5365	Verified_Row_Order	High	Verified	Independent manifest-based mapping
238	238	238	238	33ce2e6b-71eb-459d-9b05-9495a21be871.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/33ce2e6b-71eb-459d-9b05-9495a21be871.rna_seq.augmented_star_gene_counts.tsv	33ce2e6b-71eb-459d-9b05-9495a21be871	Verified_Row_Order	High	Verified	Independent manifest-based mapping
239	239	239	239	d088027b-e691-4962-bf1c-85abd24ac76c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d088027b-e691-4962-bf1c-85abd24ac76c.rna_seq.augmented_star_gene_counts.tsv	d088027b-e691-4962-bf1c-85abd24ac76c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
240	240	240	240	1f027bee-5316-4d9f-a566-41890da18493.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1f027bee-5316-4d9f-a566-41890da18493.rna_seq.augmented_star_gene_counts.tsv	1f027bee-5316-4d9f-a566-41890da18493	Verified_Row_Order	High	Verified	Independent manifest-based mapping
241	241	241	241	cebc70af-a3df-45ef-9656-050f382f64e8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/cebc70af-a3df-45ef-9656-050f382f64e8.rna_seq.augmented_star_gene_counts.tsv	cebc70af-a3df-45ef-9656-050f382f64e8	Verified_Row_Order	High	Verified	Independent manifest-based mapping
242	242	242	242	cdd06204-36e8-4cf9-90c2-f96149f5f58e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/cdd06204-36e8-4cf9-90c2-f96149f5f58e.rna_seq.augmented_star_gene_counts.tsv	cdd06204-36e8-4cf9-90c2-f96149f5f58e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
243	243	243	243	4d88e95f-b1fe-4dd6-b602-3db0197b693c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4d88e95f-b1fe-4dd6-b602-3db0197b693c.rna_seq.augmented_star_gene_counts.tsv	4d88e95f-b1fe-4dd6-b602-3db0197b693c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
244	244	244	244	64c28835-3395-4328-887f-b2bf042c3d9a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/64c28835-3395-4328-887f-b2bf042c3d9a.rna_seq.augmented_star_gene_counts.tsv	64c28835-3395-4328-887f-b2bf042c3d9a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
245	245	245	245	27388014-4a95-4b65-b488-79be5bf9f5b0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/27388014-4a95-4b65-b488-79be5bf9f5b0.rna_seq.augmented_star_gene_counts.tsv	27388014-4a95-4b65-b488-79be5bf9f5b0	Verified_Row_Order	High	Verified	Independent manifest-based mapping
246	246	246	246	db0f3e8d-4a8e-48c7-8903-3dfba46d8401.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/db0f3e8d-4a8e-48c7-8903-3dfba46d8401.rna_seq.augmented_star_gene_counts.tsv	db0f3e8d-4a8e-48c7-8903-3dfba46d8401	Verified_Row_Order	High	Verified	Independent manifest-based mapping
247	247	247	247	e1757a20-2d6f-4aee-bafb-804302b448ea.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e1757a20-2d6f-4aee-bafb-804302b448ea.rna_seq.augmented_star_gene_counts.tsv	e1757a20-2d6f-4aee-bafb-804302b448ea	Verified_Row_Order	High	Verified	Independent manifest-based mapping
248	248	248	248	17eedf5a-cad4-460d-bf28-9539ed131e5a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/17eedf5a-cad4-460d-bf28-9539ed131e5a.rna_seq.augmented_star_gene_counts.tsv	17eedf5a-cad4-460d-bf28-9539ed131e5a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
249	249	249	249	6394059f-8ec8-4fe7-80bc-3650c76b4499.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6394059f-8ec8-4fe7-80bc-3650c76b4499.rna_seq.augmented_star_gene_counts.tsv	6394059f-8ec8-4fe7-80bc-3650c76b4499	Verified_Row_Order	High	Verified	Independent manifest-based mapping
250	250	250	250	71d11e4c-6fe8-47ba-91a5-6566158614fa.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/71d11e4c-6fe8-47ba-91a5-6566158614fa.rna_seq.augmented_star_gene_counts.tsv	71d11e4c-6fe8-47ba-91a5-6566158614fa	Verified_Row_Order	High	Verified	Independent manifest-based mapping
251	251	251	251	ceb8abb5-067a-475c-99b2-128d66267b3f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ceb8abb5-067a-475c-99b2-128d66267b3f.rna_seq.augmented_star_gene_counts.tsv	ceb8abb5-067a-475c-99b2-128d66267b3f	Verified_Row_Order	High	Verified	Independent manifest-based mapping
252	252	252	252	31872322-b3b2-48fd-b86d-ad15525f6fec.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/31872322-b3b2-48fd-b86d-ad15525f6fec.rna_seq.augmented_star_gene_counts.tsv	31872322-b3b2-48fd-b86d-ad15525f6fec	Verified_Row_Order	High	Verified	Independent manifest-based mapping
253	253	253	253	5a469815-4a88-4a5e-8df5-1e71579577e7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5a469815-4a88-4a5e-8df5-1e71579577e7.rna_seq.augmented_star_gene_counts.tsv	5a469815-4a88-4a5e-8df5-1e71579577e7	Verified_Row_Order	High	Verified	Independent manifest-based mapping
254	254	254	254	f34feebc-700f-4cd2-b04d-fa2c8231c56e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f34feebc-700f-4cd2-b04d-fa2c8231c56e.rna_seq.augmented_star_gene_counts.tsv	f34feebc-700f-4cd2-b04d-fa2c8231c56e	Verified_Row_Order	High	Verified	Independent manifest-based mapping
255	255	255	255	5cafc8c0-a92c-407a-ad52-a2d9562c0bfa.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5cafc8c0-a92c-407a-ad52-a2d9562c0bfa.rna_seq.augmented_star_gene_counts.tsv	5cafc8c0-a92c-407a-ad52-a2d9562c0bfa	Verified_Row_Order	High	Verified	Independent manifest-based mapping
256	256	256	256	c45fcca1-63ec-40f6-bd58-558a002f5b36.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c45fcca1-63ec-40f6-bd58-558a002f5b36.rna_seq.augmented_star_gene_counts.tsv	c45fcca1-63ec-40f6-bd58-558a002f5b36	Verified_Row_Order	High	Verified	Independent manifest-based mapping
257	257	257	257	d921ae97-0106-4326-a7d1-8802fd11acbf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d921ae97-0106-4326-a7d1-8802fd11acbf.rna_seq.augmented_star_gene_counts.tsv	d921ae97-0106-4326-a7d1-8802fd11acbf	Verified_Row_Order	High	Verified	Independent manifest-based mapping
258	258	258	258	c0b1e5a6-3308-43c6-9e76-feda9f67c1a0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c0b1e5a6-3308-43c6-9e76-feda9f67c1a0.rna_seq.augmented_star_gene_counts.tsv	c0b1e5a6-3308-43c6-9e76-feda9f67c1a0	Verified_Row_Order	High	Verified	Independent manifest-based mapping
259	259	259	259	1ceaa856-24da-428c-ae0a-c8c5ec039853.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1ceaa856-24da-428c-ae0a-c8c5ec039853.rna_seq.augmented_star_gene_counts.tsv	1ceaa856-24da-428c-ae0a-c8c5ec039853	Verified_Row_Order	High	Verified	Independent manifest-based mapping
260	260	260	260	511393a1-da49-4cf1-80d6-7f50a6c3043d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/511393a1-da49-4cf1-80d6-7f50a6c3043d.rna_seq.augmented_star_gene_counts.tsv	511393a1-da49-4cf1-80d6-7f50a6c3043d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
261	261	261	261	139fe07b-05fb-4bc5-b6e2-179269e7ca51.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/139fe07b-05fb-4bc5-b6e2-179269e7ca51.rna_seq.augmented_star_gene_counts.tsv	139fe07b-05fb-4bc5-b6e2-179269e7ca51	Verified_Row_Order	High	Verified	Independent manifest-based mapping
262	262	262	262	f2d885c3-e234-4584-a071-98ccbb871553.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f2d885c3-e234-4584-a071-98ccbb871553.rna_seq.augmented_star_gene_counts.tsv	f2d885c3-e234-4584-a071-98ccbb871553	Verified_Row_Order	High	Verified	Independent manifest-based mapping
263	263	263	263	24397ba5-84a8-46da-a55d-5764690dc17c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/24397ba5-84a8-46da-a55d-5764690dc17c.rna_seq.augmented_star_gene_counts.tsv	24397ba5-84a8-46da-a55d-5764690dc17c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
264	264	264	264	ff14b89f-5e47-49f2-9499-8d5224f067dc.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ff14b89f-5e47-49f2-9499-8d5224f067dc.rna_seq.augmented_star_gene_counts.tsv	ff14b89f-5e47-49f2-9499-8d5224f067dc	Verified_Row_Order	High	Verified	Independent manifest-based mapping
265	265	265	265	c6b96227-30c4-41f4-9932-b184895a11a1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c6b96227-30c4-41f4-9932-b184895a11a1.rna_seq.augmented_star_gene_counts.tsv	c6b96227-30c4-41f4-9932-b184895a11a1	Verified_Row_Order	High	Verified	Independent manifest-based mapping
266	266	266	266	4a91d152-b46f-4721-a868-7ed491f9af56.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4a91d152-b46f-4721-a868-7ed491f9af56.rna_seq.augmented_star_gene_counts.tsv	4a91d152-b46f-4721-a868-7ed491f9af56	Verified_Row_Order	High	Verified	Independent manifest-based mapping
267	267	267	267	08633296-acaa-4c6f-a2f1-29e58898a303.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/08633296-acaa-4c6f-a2f1-29e58898a303.rna_seq.augmented_star_gene_counts.tsv	08633296-acaa-4c6f-a2f1-29e58898a303	Verified_Row_Order	High	Verified	Independent manifest-based mapping
268	268	268	268	09713ee2-9731-433f-8748-1b10b53d6a9a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/09713ee2-9731-433f-8748-1b10b53d6a9a.rna_seq.augmented_star_gene_counts.tsv	09713ee2-9731-433f-8748-1b10b53d6a9a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
269	269	269	269	a1de7a70-a829-4491-92ab-8db44391ba19.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a1de7a70-a829-4491-92ab-8db44391ba19.rna_seq.augmented_star_gene_counts.tsv	a1de7a70-a829-4491-92ab-8db44391ba19	Verified_Row_Order	High	Verified	Independent manifest-based mapping
270	270	270	270	39bc453b-67d2-4059-bbaf-fa98dc9d2595.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/39bc453b-67d2-4059-bbaf-fa98dc9d2595.rna_seq.augmented_star_gene_counts.tsv	39bc453b-67d2-4059-bbaf-fa98dc9d2595	Verified_Row_Order	High	Verified	Independent manifest-based mapping
271	271	271	271	d620997f-b99e-4e20-a20d-d5b67ba3ce4b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d620997f-b99e-4e20-a20d-d5b67ba3ce4b.rna_seq.augmented_star_gene_counts.tsv	d620997f-b99e-4e20-a20d-d5b67ba3ce4b	Verified_Row_Order	High	Verified	Independent manifest-based mapping
272	272	272	272	1483c347-bb2c-4678-af16-163e4fc1791d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1483c347-bb2c-4678-af16-163e4fc1791d.rna_seq.augmented_star_gene_counts.tsv	1483c347-bb2c-4678-af16-163e4fc1791d	Verified_Row_Order	High	Verified	Independent manifest-based mapping
273	273	273	273	f7a52a43-18a5-42bf-b016-6a988b5d5c46.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f7a52a43-18a5-42bf-b016-6a988b5d5c46.rna_seq.augmented_star_gene_counts.tsv	f7a52a43-18a5-42bf-b016-6a988b5d5c46	Verified_Row_Order	High	Verified	Independent manifest-based mapping
274	274	274	274	32291119-ef4e-4041-9949-dc88dfce459a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/32291119-ef4e-4041-9949-dc88dfce459a.rna_seq.augmented_star_gene_counts.tsv	32291119-ef4e-4041-9949-dc88dfce459a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
275	275	275	275	2e33127c-779d-4f05-bbae-7893b9d27364.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2e33127c-779d-4f05-bbae-7893b9d27364.rna_seq.augmented_star_gene_counts.tsv	2e33127c-779d-4f05-bbae-7893b9d27364	Verified_Row_Order	High	Verified	Independent manifest-based mapping
276	276	276	276	25cdac9f-c440-46aa-9a4d-7298189f49b5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/25cdac9f-c440-46aa-9a4d-7298189f49b5.rna_seq.augmented_star_gene_counts.tsv	25cdac9f-c440-46aa-9a4d-7298189f49b5	Verified_Row_Order	High	Verified	Independent manifest-based mapping
277	277	277	277	1edd3f30-2fe9-47a5-8f79-c75b29ec0b3c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1edd3f30-2fe9-47a5-8f79-c75b29ec0b3c.rna_seq.augmented_star_gene_counts.tsv	1edd3f30-2fe9-47a5-8f79-c75b29ec0b3c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
278	278	278	278	5ef77dbc-2112-4ab3-a669-b0f9b175f01c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5ef77dbc-2112-4ab3-a669-b0f9b175f01c.rna_seq.augmented_star_gene_counts.tsv	5ef77dbc-2112-4ab3-a669-b0f9b175f01c	Verified_Row_Order	High	Verified	Independent manifest-based mapping
279	279	279	279	45c55fc2-e9d6-4016-9350-95d2bba56dee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/45c55fc2-e9d6-4016-9350-95d2bba56dee.rna_seq.augmented_star_gene_counts.tsv	45c55fc2-e9d6-4016-9350-95d2bba56dee	Verified_Row_Order	High	Verified	Independent manifest-based mapping
280	280	280	280	f505fb40-a27a-4a6a-9a3d-1f11a4b834b3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f505fb40-a27a-4a6a-9a3d-1f11a4b834b3.rna_seq.augmented_star_gene_counts.tsv	f505fb40-a27a-4a6a-9a3d-1f11a4b834b3	Verified_Row_Order	High	Verified	Independent manifest-based mapping
281	281	281	281	73083339-9672-4072-aa87-0c94240f478a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/73083339-9672-4072-aa87-0c94240f478a.rna_seq.augmented_star_gene_counts.tsv	73083339-9672-4072-aa87-0c94240f478a	Verified_Row_Order	High	Verified	Independent manifest-based mapping
