branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	13.215708665230087	26.741756324996697	24.331316030109825	24.42501243488278	21.02326355929189
Branch_B	30.575641228100118	22.87863759842822	28.347666380073182	23.239406261542534	
Branch_C	30.278368772444455	45.491016965679215	54.41272815247377	64.98061339442833	
