subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
1	Subtype Beta	0.33828564328214766	0.2088380516025064	0.20578236469722447	0.7529060595818785
0	Subtype Alpha	0.2058417771619191	0.1418943842214997	0.24015213872905586	0.5878883001124746
3	Subtype Delta	0.11838392342169965	0.25289684686134334	0.11592105417441305	0.487201824457456
2	Subtype Gamma	0.10581188147549102	0.18047029418879793	0.14228191706807738	0.4285640927323663
