subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	0	0.0	0.49012093399359424	no
1	Subtype Beta	1	0.13793804103006127	0.5709561822977871	no
2	Subtype Gamma	0	0.0	0.5211349649294927	no
3	Subtype Delta	2	0.32101852750811716	0.68568776957883	yes
