subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	0	0.0	0.442691615117596	no
1	Subtype Beta	0	0.0	0.5183959814528731	no
2	Subtype Gamma	2	0.7668301945125898	0.914800190812767	yes
3	Subtype Delta	1	0.11313393538563793	0.6598730918056883	no
