subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
1	Subtype Beta	0.3446687876647291	0.2778293207171255	0.21956928378455465	0.8420673921664092
3	Subtype Delta	0.27476378419665665	0.19757579385385854	0.2298706794678769	0.7022102575183921
2	Subtype Gamma	0.19787124888310267	0.1773801829751194	0.13078517960813904	0.5060366114663611
0	Subtype Alpha	0.11416194044791186	0.13293104325022226	0.11818417727905164	0.36527716097718577
