branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	10.131545799292109	22.280441168611272	18.66036052697948	16.651685627342843	22.669073057974288
Branch_B	39.74812912528479	24.613338113933164	30.260721655383847	32.8013547120639	
Branch_C	22.427372276493944	37.706204012784916	23.622860570807767	40.849546135632565	
