branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	7.842503015703655	23.59736550813099	19.970201705577548	16.922349604407472	21.766480505271453
Branch_B	32.18976737707273	18.65195049745039	24.603855640897557	24.974360151343568	
Branch_C	23.555323904607988	42.88106219804401	39.259972352868395	55.167330792504316	
