branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	25.451783080536863	13.801323825211101	34.63939216480728	29.08204414043748	6.149349998910177
Branch_B	42.51572591754441	20.71993595137348	35.91916884066147	27.74113805153353	
Branch_C	35.1122308996848	15.119419428569644	39.108020698226035	27.212220108782304	
