branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	23.60694528736536	10.114110339794038	29.966140655894296	25.33960186988025	9.679498659423007
Branch_B	43.87504787519719	22.017517443660186	36.88780532540789	29.902199341843893	
Branch_C	34.9928791223456	18.358153729151816	37.2589727330424	25.605467690754978	
