subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
2	Subtype Gamma	0.3107181297689851	0.2018413447977295	0.2642353010881614	0.776794775654876
3	Subtype Delta	0.30332854815663174	0.29160734835102237	0.17365951068736327	0.7685954071950174
1	Subtype Beta	0.19637235581691526	0.16728582361068303	0.128916996016904	0.49257517544450224
0	Subtype Alpha	0.11923303988809135	0.12619012915943364	0.13536280375476434	0.3807859728022893
