cluster	PC1	PC2	PC3	PC4	PC5
0	21.35663536560072	-2.339903680078262	-6.842448848550648	-0.675702347658585	-1.041831462160072
1	1.3521281990100833	23.310319508375702	-1.3350169565339634	-2.74088899193741	-0.17028213366717865
2	-1.244855180385257	-17.969397580146328	2.138165106683077	1.5433819472011117	0.6320586023102791
3	-21.016786726432617	8.370025642906702	5.233467592471044	0.669528731867837	0.40228307698794347
