ENSG00000184357.5
ENSG00000168298.7
ENSG00000198695.2
ENSG00000198899.2
ENSG00000198763.3
ENSG00000197061.5
ENSG00000286522.2
ENSG00000198888.2
ENSG00000276966.2
ENSG00000228253.1
ENSG00000198886.2
ENSG00000277775.2
ENSG00000277157.2
ENSG00000124575.7
ENSG00000129824.16
ENSG00000198840.2
ENSG00000212907.2
ENSG00000287080.2
ENSG00000012223.13
ENSG00000184260.6
ENSG00000198727.2
ENSG00000278705.1
ENSG00000276410.4
ENSG00000273983.1
ENSG00000180596.7
ENSG00000181722.17
ENSG00000274997.2
ENSG00000274641.2
ENSG00000197714.9
ENSG00000277075.2
ENSG00000198786.2
ENSG00000196787.3
ENSG00000196747.4
ENSG00000278637.2
ENSG00000278463.2
ENSG00000133110.15
ENSG00000274618.2
ENSG00000114374.13
ENSG00000012817.16
ENSG00000275714.2
ENSG00000273802.2
ENSG00000183598.4
ENSG00000278828.1
ENSG00000133048.13
ENSG00000067048.17
ENSG00000278588.2
ENSG00000203814.6
ENSG00000275713.2
ENSG00000198712.1
ENSG00000197153.5
ENSG00000275126.2
ENSG00000276368.2
ENSG00000124635.9
ENSG00000275379.2
ENSG00000185130.5
ENSG00000184270.6
ENSG00000183878.15
ENSG00000101203.16
ENSG00000147889.18
ENSG00000146648.19
ENSG00000173432.12
ENSG00000187837.4
ENSG00000198732.11
ENSG00000077279.19
ENSG00000276903.2
ENSG00000163359.16
ENSG00000188257.12
ENSG00000053438.11
ENSG00000274290.3
ENSG00000124491.16
ENSG00000169429.11
ENSG00000158406.5
ENSG00000165246.14
ENSG00000144230.16
ENSG00000277586.4
ENSG00000105695.15
ENSG00000104435.14
ENSG00000168314.17
ENSG00000060718.22
ENSG00000277224.2
ENSG00000187398.12
ENSG00000108821.14
ENSG00000104888.10
ENSG00000134184.13
ENSG00000141469.18
ENSG00000100146.18
ENSG00000150275.19
ENSG00000155657.28
ENSG00000064787.13
ENSG00000204655.12
ENSG00000132432.14
ENSG00000148123.15
ENSG00000128564.7
ENSG00000067646.12
ENSG00000116147.17
ENSG00000272398.6
ENSG00000138829.12
ENSG00000145824.13
ENSG00000090932.11
ENSG00000158373.8
ENSG00000233822.4
ENSG00000124102.5
ENSG00000170091.11
ENSG00000218336.9
ENSG00000079841.18
ENSG00000064886.14
ENSG00000167654.18
ENSG00000187416.12
ENSG00000198838.14
ENSG00000154975.14
ENSG00000273703.2
ENSG00000168542.16
ENSG00000174501.14
ENSG00000164796.18
ENSG00000079931.15
ENSG00000197971.16
ENSG00000135976.20
ENSG00000198692.10
ENSG00000134853.12
ENSG00000166741.8
ENSG00000145920.15
ENSG00000137801.11
ENSG00000174607.11
ENSG00000197837.3
ENSG00000257017.9
ENSG00000196132.14
ENSG00000007171.18
ENSG00000150656.15
ENSG00000144810.16
ENSG00000144278.15
ENSG00000170549.4
ENSG00000137142.5
ENSG00000106018.14
ENSG00000144426.18
ENSG00000198300.14
ENSG00000132692.19
ENSG00000089169.15
ENSG00000106511.6
ENSG00000273079.6
ENSG00000164089.9
ENSG00000106236.4
ENSG00000137573.14
ENSG00000107518.18
ENSG00000164879.7
ENSG00000170381.14
ENSG00000240583.13
ENSG00000112319.19
ENSG00000153822.14
ENSG00000170290.4
ENSG00000139364.10
ENSG00000164199.18
ENSG00000179869.15
ENSG00000184408.10
ENSG00000100985.7
ENSG00000101198.15
ENSG00000124107.5
ENSG00000184221.13
ENSG00000131094.4
ENSG00000185567.7
ENSG00000215018.10
ENSG00000123560.14
ENSG00000185518.12
ENSG00000067715.14
ENSG00000152208.13
ENSG00000137673.9
ENSG00000163032.12
ENSG00000181790.11
ENSG00000172461.11
ENSG00000158164.7
ENSG00000070808.16
ENSG00000072182.13
ENSG00000123496.8
ENSG00000262655.4
ENSG00000130287.14
ENSG00000142173.16
ENSG00000138435.16
ENSG00000147883.12
ENSG00000065609.14
ENSG00000144339.12
ENSG00000029559.7
ENSG00000186487.20
ENSG00000100095.19
ENSG00000176884.16
ENSG00000214652.6
ENSG00000122176.12
ENSG00000105251.11
ENSG00000183798.5
ENSG00000134668.12
ENSG00000177511.6
ENSG00000197238.5
ENSG00000136541.15
ENSG00000198804.2
ENSG00000105976.16
ENSG00000166206.15
ENSG00000133067.17
ENSG00000137968.16
ENSG00000197903.8
ENSG00000142449.13
ENSG00000125851.10
ENSG00000198910.14
ENSG00000185274.12
ENSG00000260314.3
ENSG00000136546.16
ENSG00000171246.6
ENSG00000168702.18
ENSG00000150893.11
ENSG00000254122.3
ENSG00000196090.12
ENSG00000170439.7
ENSG00000165323.15
ENSG00000130635.16
ENSG00000050030.16
ENSG00000131771.14
ENSG00000108846.16
ENSG00000160862.13
ENSG00000132639.13
ENSG00000164692.18
ENSG00000185942.13
ENSG00000164530.15
ENSG00000022355.18
ENSG00000102290.22
ENSG00000253305.2
ENSG00000151892.15
ENSG00000152932.8
ENSG00000118322.14
ENSG00000131435.13
ENSG00000154146.13
ENSG00000253846.2
ENSG00000166573.6
ENSG00000261934.2
ENSG00000101638.14
ENSG00000187955.12
ENSG00000154645.14
ENSG00000148798.11
ENSG00000162706.13
ENSG00000133800.9
ENSG00000127472.11
ENSG00000198626.17
ENSG00000091513.16
ENSG00000112936.19
ENSG00000171476.22
ENSG00000183454.18
ENSG00000176406.23
ENSG00000138336.9
ENSG00000265763.4
ENSG00000104833.12
ENSG00000171724.3
ENSG00000046604.13
ENSG00000113209.9
ENSG00000104332.12
ENSG00000106538.10
ENSG00000018236.15
ENSG00000128342.5
ENSG00000168743.13
ENSG00000165474.8
ENSG00000019169.10
ENSG00000108691.9
ENSG00000138759.19
ENSG00000107984.10
ENSG00000100604.13
ENSG00000179915.24
ENSG00000101327.9
ENSG00000139200.14
ENSG00000124302.13
ENSG00000106366.9
ENSG00000155511.18
ENSG00000244734.4
ENSG00000018625.15
ENSG00000157766.19
ENSG00000125740.14
ENSG00000177575.13
ENSG00000158258.16
ENSG00000075043.19
ENSG00000197430.11
ENSG00000196091.15
ENSG00000237541.4
ENSG00000115112.8
ENSG00000170419.11
ENSG00000068078.20
ENSG00000111799.21
ENSG00000065361.16
ENSG00000113327.17
ENSG00000196353.11
ENSG00000196912.12
ENSG00000139915.21
ENSG00000112796.10
ENSG00000013297.12
ENSG00000167588.13
ENSG00000139329.5
ENSG00000132164.10
ENSG00000164434.12
ENSG00000122584.13
ENSG00000162975.5
ENSG00000116983.13
ENSG00000169851.15
ENSG00000092758.18
ENSG00000101825.8
ENSG00000189058.9
ENSG00000275395.6
ENSG00000197977.4
ENSG00000166897.16
ENSG00000175497.17
ENSG00000183715.13
ENSG00000205927.5
ENSG00000124507.11
ENSG00000104415.14
ENSG00000186472.20
ENSG00000107295.10
ENSG00000142700.12
ENSG00000019505.8
ENSG00000144681.10
ENSG00000145934.16
ENSG00000169562.13
ENSG00000107159.13
ENSG00000144191.12
ENSG00000196104.11
ENSG00000136542.9
ENSG00000104313.20
ENSG00000132434.9
ENSG00000072163.20
ENSG00000164687.11
ENSG00000152578.13
ENSG00000274750.2
ENSG00000166342.19
ENSG00000075213.11
ENSG00000187094.12
ENSG00000110436.13
ENSG00000145423.5
ENSG00000144115.17
ENSG00000120093.11
ENSG00000204099.12
ENSG00000138379.5
ENSG00000174343.6
ENSG00000101680.15
ENSG00000145358.6
ENSG00000103316.12
ENSG00000253767.2
ENSG00000182636.8
ENSG00000009694.13
ENSG00000168959.14
ENSG00000155052.14
ENSG00000135439.11
ENSG00000253873.6
ENSG00000147255.19
ENSG00000163661.4
ENSG00000054356.14
ENSG00000075461.6
ENSG00000081479.15
ENSG00000163220.11
ENSG00000197261.11
ENSG00000162374.18
ENSG00000134201.12
ENSG00000144893.12
ENSG00000134460.18
ENSG00000074317.11
ENSG00000132872.12
ENSG00000163288.14
ENSG00000136928.7
ENSG00000242950.7
ENSG00000047457.14
ENSG00000178568.15
ENSG00000139352.4
ENSG00000163618.18
ENSG00000196159.14
ENSG00000157734.14
ENSG00000156959.9
ENSG00000134339.9
ENSG00000181234.9
ENSG00000105877.18
ENSG00000120251.21
ENSG00000148357.16
ENSG00000188738.15
ENSG00000253910.2
ENSG00000100678.19
ENSG00000176956.13
ENSG00000139266.6
ENSG00000105605.7
ENSG00000204542.3
ENSG00000008056.14
ENSG00000174469.23
ENSG00000129244.9
ENSG00000196990.9
ENSG00000178531.6
ENSG00000005513.10
ENSG00000151834.16
ENSG00000128591.16
ENSG00000101311.16
ENSG00000174776.11
ENSG00000063015.20
ENSG00000013293.6
ENSG00000154080.14
ENSG00000154928.18
ENSG00000187122.17
ENSG00000112715.25
ENSG00000129654.8
ENSG00000198216.12
ENSG00000161082.13
ENSG00000176165.12
ENSG00000134121.10
ENSG00000116254.18
ENSG00000128714.6
ENSG00000105880.7
ENSG00000148926.10
ENSG00000074211.14
ENSG00000134817.11
ENSG00000242265.6
ENSG00000196890.4
ENSG00000146674.15
ENSG00000144834.14
ENSG00000073792.16
ENSG00000172508.10
ENSG00000139220.17
ENSG00000206579.9
ENSG00000204347.4
ENSG00000156687.11
ENSG00000054179.12
ENSG00000169245.6
ENSG00000138061.12
ENSG00000204967.12
ENSG00000099725.14
