ENSG00000228253.1
ENSG00000198695.2
ENSG00000198899.2
ENSG00000197061.5
ENSG00000184357.5
ENSG00000198763.3
ENSG00000168298.7
ENSG00000286522.2
ENSG00000277775.2
ENSG00000277157.2
ENSG00000198888.2
ENSG00000198886.2
ENSG00000278705.1
ENSG00000212907.2
ENSG00000198840.2
ENSG00000276410.4
ENSG00000287080.2
ENSG00000124575.7
ENSG00000274618.2
ENSG00000274997.2
ENSG00000278637.2
ENSG00000198727.2
ENSG00000275126.2
ENSG00000276966.2
ENSG00000278463.2
ENSG00000278588.2
ENSG00000129824.16
ENSG00000274641.2
ENSG00000275714.2
ENSG00000196747.4
ENSG00000198786.2
ENSG00000275379.2
ENSG00000276368.2
ENSG00000184270.6
ENSG00000183598.4
ENSG00000184260.6
ENSG00000185130.5
ENSG00000198712.1
ENSG00000012223.13
ENSG00000276903.2
ENSG00000180596.7
ENSG00000197153.5
ENSG00000173432.12
ENSG00000277075.2
ENSG00000273983.1
ENSG00000273703.2
ENSG00000124102.5
ENSG00000133048.13
ENSG00000133110.15
ENSG00000188257.12
ENSG00000273802.2
ENSG00000053438.11
ENSG00000196787.3
ENSG00000278828.1
ENSG00000197714.9
ENSG00000158164.7
ENSG00000146648.19
ENSG00000275713.2
ENSG00000124635.9
ENSG00000198732.11
ENSG00000147889.18
ENSG00000277224.2
ENSG00000104435.14
ENSG00000144230.16
ENSG00000198804.2
ENSG00000132432.14
ENSG00000108821.14
ENSG00000203814.6
ENSG00000169429.11
ENSG00000272398.6
ENSG00000067048.17
ENSG00000105695.15
ENSG00000134184.13
ENSG00000197238.5
ENSG00000128564.7
ENSG00000145824.13
ENSG00000187416.12
ENSG00000090932.11
ENSG00000100146.18
ENSG00000170290.4
ENSG00000124491.16
ENSG00000184221.13
ENSG00000154146.13
ENSG00000132692.19
ENSG00000204655.12
ENSG00000131094.4
ENSG00000277586.4
ENSG00000170549.4
ENSG00000124107.5
ENSG00000101203.16
ENSG00000123496.8
ENSG00000181722.17
ENSG00000106511.6
ENSG00000148123.15
ENSG00000029559.7
ENSG00000168542.16
ENSG00000064886.14
ENSG00000187837.4
ENSG00000274290.3
ENSG00000170091.11
ENSG00000178531.6
ENSG00000129244.9
ENSG00000167654.18
ENSG00000164879.7
ENSG00000240583.13
ENSG00000105251.11
ENSG00000077279.19
ENSG00000139200.14
ENSG00000197971.16
ENSG00000204542.3
ENSG00000166741.8
ENSG00000100985.7
ENSG00000106236.4
ENSG00000163359.16
ENSG00000101198.15
ENSG00000123560.14
ENSG00000158406.5
ENSG00000170439.7
ENSG00000182492.16
ENSG00000079931.15
ENSG00000122176.12
ENSG00000134853.12
ENSG00000105605.7
ENSG00000064787.13
ENSG00000004776.13
ENSG00000237541.4
ENSG00000012817.16
ENSG00000104888.10
ENSG00000120738.8
ENSG00000116147.17
ENSG00000189058.9
ENSG00000105193.9
ENSG00000060718.22
ENSG00000142173.16
ENSG00000174607.11
ENSG00000137142.5
ENSG00000130287.14
ENSG00000104833.12
ENSG00000164089.9
ENSG00000107159.13
ENSG00000166426.8
ENSG00000141469.18
ENSG00000137673.9
ENSG00000164687.11
ENSG00000106538.10
ENSG00000007171.18
ENSG00000203950.6
ENSG00000164530.15
ENSG00000273542.2
ENSG00000262655.4
ENSG00000105880.7
ENSG00000132639.13
ENSG00000164692.18
ENSG00000205809.9
ENSG00000169245.6
ENSG00000154975.14
ENSG00000176165.12
ENSG00000111676.15
ENSG00000162975.5
ENSG00000145423.5
ENSG00000158373.8
ENSG00000075461.6
ENSG00000198692.10
ENSG00000176076.7
ENSG00000198938.2
ENSG00000149131.17
ENSG00000197977.4
ENSG00000160862.13
ENSG00000159335.18
ENSG00000125534.10
ENSG00000102109.9
ENSG00000205927.5
ENSG00000147883.12
ENSG00000163191.6
ENSG00000105270.15
ENSG00000139266.6
ENSG00000074317.11
ENSG00000131435.13
ENSG00000139329.5
ENSG00000139352.4
ENSG00000018625.15
ENSG00000137801.11
ENSG00000170893.4
ENSG00000186395.8
ENSG00000165474.8
ENSG00000181790.11
ENSG00000183798.5
ENSG00000168314.17
ENSG00000108691.9
ENSG00000107984.10
ENSG00000182636.8
ENSG00000162706.13
ENSG00000106366.9
ENSG00000163032.12
ENSG00000145920.15
ENSG00000136541.15
ENSG00000163661.4
ENSG00000054179.12
ENSG00000019169.10
ENSG00000164434.12
ENSG00000124610.5
ENSG00000125148.7
ENSG00000089280.19
ENSG00000072182.13
ENSG00000132434.9
ENSG00000187398.12
ENSG00000100095.19
ENSG00000144278.15
ENSG00000127472.11
ENSG00000197747.9
ENSG00000148798.11
ENSG00000068078.20
ENSG00000131771.14
ENSG00000204347.4
ENSG00000212864.3
ENSG00000013297.12
ENSG00000177519.4
ENSG00000122756.15
ENSG00000182195.9
ENSG00000169006.7
ENSG00000067715.14
ENSG00000142089.16
ENSG00000171476.22
ENSG00000184408.10
ENSG00000144810.16
ENSG00000134817.11
ENSG00000173404.5
ENSG00000161642.18
ENSG00000063015.20
ENSG00000137573.14
ENSG00000176956.13
ENSG00000178602.8
ENSG00000005513.10
ENSG00000143546.10
ENSG00000069535.14
ENSG00000135439.11
ENSG00000175567.11
ENSG00000109846.9
ENSG00000144834.14
ENSG00000134668.12
ENSG00000142549.9
ENSG00000275385.2
ENSG00000198576.4
ENSG00000171724.3
ENSG00000107295.10
ENSG00000215018.10
ENSG00000180818.5
ENSG00000154645.14
ENSG00000122584.13
ENSG00000153822.14
ENSG00000168743.13
ENSG00000122585.8
ENSG00000265763.4
ENSG00000114646.10
ENSG00000106018.14
ENSG00000129654.8
