cluster	PC1	PC2	PC3	PC4	PC5
0	-6.428114280781587	8.370310831177964	-1.5283238690228074	0.6890698147742309	2.0918929727447924
1	10.70728460542785	-7.968457494145569	1.5971659076346383	0.376928573935603	-1.40071289923695
2	-15.322620667716778	0.13101457052592078	3.8453430984559795	-1.3121889728328884	-2.4185275413323533
3	-9.845592426504822	-6.470896161216609	-3.125920027576602	0.7606783973723613	2.774120756643776
4	16.097761419012052	5.045361225241221	-0.6545858738531998	-0.7690061283972206	-1.1025687911003508
