subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	0	0.0	0.4118362633148806	no
1	Subtype Beta	0	0.0	0.6478714549224182	no
2	Subtype Gamma	0	0.0	0.5588961619831114	no
3	Subtype Delta	3	0.9631573266540634	0.9005356236497049	yes
