branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	26.780561816285935	12.013883645913632	25.688885242311265	23.97108938590579	21.54061092997435
Branch_B	57.42695223932658	34.932062180338484	47.685089115053444	45.13423413770188	
Branch_C	59.115817200958624	44.684492490924036	44.87315992341016	24.861371788929645	
