branch	distance_confidence	mapping_purity	feature_coverage	branch_reliability	outlier_penalty	final_vote_weight	explanation
Branch_A	0.17716684605463143	0.9737	1.0	1.0	0.85	0.14663125430288543	Combined son_model consensus weight for Branch_A
Branch_B	0.18066631899964541	0.9726	1.0	1.0	0.85	0.14935865258019687	Combined son_model consensus weight for Branch_B
Branch_C	0.197704753693507	0.9167	1.0	0.85	0.85	0.13094297222108034	Combined son_model consensus weight for Branch_C
