subtype_class	subtype_name	unweighted_vote_count	weighted_vote_sum	soft_support_sum	final_selected
0	Subtype Alpha	0	0.0	0.4515319925591297	no
1	Subtype Beta	2	0.3908855412352793	0.9160164423478158	yes
2	Subtype Gamma	0	0.0	0.43848122786433796	no
3	Subtype Delta	1	0.13552968402901583	0.5742859039956583	no
