branch	cluster_0_distance	cluster_1_distance	cluster_2_distance	cluster_3_distance	cluster_4_distance
Branch_A	28.574332699866183	32.51790212169266	21.227637517952186	16.65970449457983	40.89335191052951
Branch_B	50.94732837296682	33.711406405767484	40.321665348559826	44.34743675624271	
Branch_C	55.407893764984294	60.603488822688384	33.98761291037425	45.702552332529	
