subtype_class	subtype_name	branch_A_support	branch_B_support	branch_C_support	total_support
1	Subtype Beta	0.46692922793422437	0.2039049044227222	0.24518230999086923	0.9160164423478158
3	Subtype Delta	0.15173618559907376	0.2537547169854805	0.16879500141110398	0.5742859039956583
0	Subtype Alpha	0.15842765533748593	0.1447923944462753	0.14831194277536838	0.4515319925591297
2	Subtype Gamma	0.11828712090067107	0.18132969064658608	0.1388644163170808	0.43848122786433796
